time,raw_Fx,raw_Fy,raw_Fz,raw_Mx,raw_My,raw_Mz,filtered_Fx,filtered_Fy,filtered_Fz,filtered_Mx,filtered_My,filtered_Mz,offset_Fx,offset_Fy,offset_Fz,offset_Mx,offset_My,offset_Mz,target_Fx,target_Fy,target_Fz,target_Mx,target_My,target_Mz,velocity_Fx,velocity_Fy,velocity_Fz,velocity_Mx,velocity_My,velocity_Mz,ref_Fx,ref_Fy,ref_Fz,ref_Mx,ref_My,ref_Mz
5.691850423812866211e+00,-5.775308756583266145e+00,-2.679716602375522561e-01,2.673889638717438189e+01,-5.896358151077399912e-01,1.695220833487289802e+00,-1.145185662508900887e-01,-3.172842671619386490e+00,-2.058905624883370644e-01,1.438034048199396153e+01,-3.174677657199707626e-01,9.284003103425780834e-01,-6.406608873762395517e-02,-4.439330339847026726e-04,-2.111336341549273680e-04,1.327542884991345443e-02,-2.046684376964522494e-05,2.992707178977413411e-05,-1.396707311258792710e-07,3.049172297339628468e-01,-2.322352845075422445e-01,2.105814121562575858e-01,-1.243292050503973516e-04,3.141465731990856103e+00,2.674870366456892997e-05,-9.176840004929515907e-04,-3.020968707443772388e-05,-2.931684212887414234e-04,-8.174722480628664542e-06,5.406731380055874862e-05,-5.650695839964421340e-06,3.053611627679475582e-01,-2.320241508733873192e-01,1.973059833063441348e-01,-1.038623612807521165e-04,3.141435804919066488e+00,2.688837439569480959e-05
5.701909303665161133e+00,-6.823950171206551119e+00,-3.620622560068150753e-01,3.312866298719141867e+01,-7.445490171478517105e-01,2.089363957913051184e+00,-1.349511975642063988e-01,-3.903064171536819948e+00,-2.371249011920326666e-01,1.813000498303345509e+01,-4.028840160055470188e-01,1.160593039856672615e+00,-7.824311050294044390e-02,-4.547325857479585015e-04,-2.114982818476851241e-04,1.328353569433965778e-02,-2.062590620415620242e-05,3.068007551321202080e-05,-2.096092420482289828e-07,3.049160185237466125e-01,-2.322249463104210654e-01,2.105295473997306765e-01,-1.244152504251036214e-04,3.141466502004145678e+00,2.665986215532176786e-05,-1.221407285218591458e-03,-4.191815844094248214e-05,1.842926167596811151e-03,-1.588491747631969186e-05,7.508437842734127675e-05,-6.969081698764487262e-06,3.053707511094945759e-01,-2.320134480285733769e-01,1.972460117053910222e-01,-1.037893442209474190e-04,3.141435821928632244e+00,2.686947139736999785e-05
5.711968660354614258e+00,-7.627693258029949241e+00,-5.605739846328174902e-01,3.763857870947595075e+01,-8.526743138593226856e-01,2.387362054634400543e+00,-1.374577774408029252e-01,-4.647989988835446340e+00,-3.018147178801896535e-01,2.203171972832195635e+01,-4.928420755763022187e-01,1.405946842812218378e+00,-9.008604389051294570e-02,-4.686851337022508116e-04,-2.120161529512840819e-04,1.331464995654874778e-02,-2.086943363307787024e-05,3.166128892294375717e-05,-2.913528321050143253e-07,3.049116547718708214e-01,-2.322147608293466392e-01,2.105006872180570088e-01,-1.245857573328762349e-04,3.141467500227927534e+00,2.655921467085113071e-05,-1.546760119214787019e-03,-6.039210547782111217e-05,4.297280924202630768e-03,-2.429487202653839284e-05,9.780522087124513811e-05,-8.142679604293421642e-06,3.053803399055730616e-01,-2.320027446763953671e-01,1.971860372615082679e-01,-1.037163236997983647e-04,3.141435838939004466e+00,2.685056750295614615e-05
5.722027540206909180e+00,-8.442706731020310329e+00,-9.934149314328224456e-01,4.305738940749900934e+01,-1.002788549137552110e+00,2.724358592019997971e+00,-1.362585900061702715e-01,-5.406933337272419315e+00,-4.401347605907162119e-01,2.623685366415736908e+01,-5.948313702885521526e-01,1.669629192653774297e+00,-9.932055311364440531e-02,-4.859798235664948844e-04,-2.128077070157449377e-04,1.337192906031210542e-02,-2.120719766741491921e-05,3.288706216762509111e-05,-3.826057689397342551e-07,3.049039484235535613e-01,-2.322048495385971578e-01,2.104979947208672764e-01,-1.248505043074086033e-04,3.141468743010737974e+00,2.644905873569160037e-05,-1.888654991002053233e-03,-9.551868591180539723e-05,7.064972186857577247e-03,-3.367919870705454792e-05,1.221524224665770670e-04,-9.087212701568873487e-06,3.053899282471200793e-01,-2.319920418315814248e-01,1.971260656605551831e-01,-1.036433066399936943e-04,3.141435855948570222e+00,2.683166450463133441e-05
5.732087135314941406e+00,-9.467950878922195557e+00,-9.828879401397441207e-01,4.969671731825526706e+01,-1.155888722718485084e+00,3.111398963496467385e+00,-1.524918108756299628e-01,-6.219136845602374564e+00,-5.486853965005218381e-01,3.092882639497695152e+01,-7.070428407745387167e-01,1.957983146822313003e+00,-1.099548046660415307e-01,-5.067983337752134500e-04,-2.139838245304486115e-04,1.345865612114893750e-02,-2.164861728773185876e-05,3.437759673840247953e-05,-4.834720946844322674e-07,3.048927189366891222e-01,-2.321953220502518400e-01,2.105247459163565316e-01,-1.252189016759042899e-04,3.141470250556083865e+00,2.632928806748852845e-05,-2.250133755507037221e-03,-1.368750012340424972e-04,1.017492718485905369e-02,-4.400049050430890807e-05,1.485126622225270627e-04,-1.004389073450047126e-05,3.053995172704643268e-01,-2.319813382257213952e-01,1.970660897952075941e-01,-1.035702843881724345e-04,3.141435872959345676e+00,2.681276016217296103e-05
5.742146492004394531e+00,-1.022987177770234801e+01,-1.322381396999360526e+00,5.563854187212694313e+01,-1.291098919529701572e+00,3.451384901646078696e+00,-1.559698787490126082e-01,-7.021283832022369609e+00,-7.034245966002896644e-01,3.587076949040694984e+01,-8.238540565255711989e-01,2.256663497787066319e+00,-1.191578194826357490e-01,-5.312916102571805426e-04,-2.156363031001066522e-04,1.357815300382942368e-02,-2.219918523203897516e-05,3.614470915352892738e-05,-5.929765909924017722e-07,3.048778144562856451e-01,-2.321862711766435328e-01,2.105842683551542582e-01,-1.256964490990623384e-04,3.141472034678871594e+00,2.620087967676670851e-05,-2.622786627618499920e-03,-1.899842830367864748e-04,1.360759017129427838e-02,-5.486541914946617030e-05,1.760424468972653209e-04,-1.090271160716849189e-05,3.054091060665428126e-01,-2.319706348735434132e-01,1.970061153513248398e-01,-1.034972638670233667e-04,3.141435889969717898e+00,2.679385626775910933e-05
5.752206087112426758e+00,-1.112081507584558082e+01,-1.339189429895099703e+00,6.298989242771638430e+01,-1.460991354765796890e+00,3.831306006140701825e+00,-1.683870189088115810e-01,-7.841190080787011851e+00,-8.305775632592518054e-01,4.129459407786883673e+01,-9.512815161736163372e-01,2.571591999457793598e+00,-1.290036593678709209e-01,-5.595657226871432422e-04,-2.178374883323054957e-04,1.373378001069967651e-02,-2.286704758899959123e-05,3.820126367362160815e-05,-7.111631021658314218e-07,3.048591293671999436e-01,-2.321777687560157011e-01,2.106799194966769428e-01,-1.262912892042017117e-04,3.141474108244167063e+00,2.606378882313490527e-05,-3.005549802390030008e-03,-2.463834881397962461e-04,1.738868855327618118e-02,-6.654292893602654457e-05,2.048531272220552768e-04,-1.176666040073162033e-05,3.054186950898870601e-01,-2.319599312676833835e-01,1.969461394859772785e-01,-1.034242416152021205e-04,3.141435906980493353e+00,2.677495192530073595e-05
5.762264966964721680e+00,-1.175249911801865110e+01,-1.639522915045367624e+00,7.027711321614047790e+01,-1.636534942270360560e+00,4.233099475177259485e+00,-1.728639616964137704e-01,-8.623451888233340412e+00,-9.923666336164750357e-01,4.709109790552317065e+01,-1.088332201392965271e+00,2.903893494601686776e+00,-1.377757198335795019e-01,-5.916691790970112722e-04,-2.206447202853187317e-04,1.392902673097054338e-02,-2.366053239957915559e-05,4.056115820150899481e-05,-8.372769225615311175e-07,3.048366142523370459e-01,-2.321698731431547646e-01,2.108151946159947110e-01,-1.270117569549765988e-04,3.141476485148260611e+00,2.591877200441439013e-05,-3.388572724620644155e-03,-3.106488860038451177e-04,2.151917898336623558e-02,-7.904924753478223087e-05,2.350474929690231612e-04,-1.255491109604042155e-05,3.054282834314340778e-01,-2.319492284228694412e-01,1.968861678850241659e-01,-1.033512245553974365e-04,3.141435923990059109e+00,2.675604892697592082e-05
5.772324323654174805e+00,-1.228812126156470264e+01,-1.986908653589282814e+00,7.717408359611994229e+01,-1.814276606128898184e+00,4.582713397256153343e+00,-1.672903424087757718e-01,-9.356385762899613212e+00,-1.191275037611036591e+00,5.310769504364252924e+01,-1.233521082340151898e+00,3.239657475132580178e+00,-1.436786443486187670e-01,-6.275590302375370563e-04,-2.241552011842581340e-04,1.416724687929471135e-02,-2.458697887066076197e-05,4.322929036366220053e-05,-9.691050331717966074e-07,3.048103131972750290e-01,-2.321626802718756988e-01,2.109934403204361264e-01,-1.278651829049091374e-04,3.141479170290795153e+00,2.576803999939027251e-05,-3.763326266326329911e-03,-3.862510843934826524e-04,2.597187389956975845e-02,-9.228512223844514343e-05,2.657224913692631234e-04,-1.312187188142503399e-05,3.054378722275125635e-01,-2.319385250706914314e-01,1.968261934411414116e-01,-1.032782040342483687e-04,3.141435941000431331e+00,2.673714503256206912e-05
5.782384157180786133e+00,-1.263695220494485838e+01,-2.150829169336336388e+00,8.396255234902318421e+01,-1.988924051745736055e+00,4.917841429620957605e+00,-1.612321977394815531e-01,-1.001249905130866225e+01,-1.383185863956096551e+00,5.927866650471865739e+01,-1.384601676221268729e+00,3.575294266030255574e+00,-1.471893550267913131e-01,-6.670978858689300371e-04,-2.284558644642862538e-04,1.445148467934432440e-02,-2.565185264998616114e-05,4.620512790755150961e-05,-1.104280978732103904e-06,3.047803635922535781e-01,-2.321562770756136762e-01,2.112177008336733330e-01,-1.288570327017410984e-04,3.141482163139517336e+00,2.561395926332706995e-05,-4.119569279970583184e-03,-4.682381382339125962e-04,3.071231125644648813e-02,-1.060634705175734479e-04,2.963405333817243931e-04,-1.345325049213509073e-05,3.054474614781225172e-01,-2.319278212111493820e-01,1.967662161543290156e-01,-1.032051800517549305e-04,3.141435958011609575e+00,2.671824024205917406e-05
5.792443513870239258e+00,-1.284692792970766106e+01,-2.300908977452582160e+00,9.061773394824420791e+01,-2.149636660298825941e+00,5.216019770492461127e+00,-1.602416010877154018e-01,-1.057938482698846272e+01,-1.566730486655393717e+00,6.554647999342377318e+01,-1.537608673036780171e+00,3.903439366922696774e+00,-1.497998042389761253e-01,-7.100531257351581655e-04,-2.335916036118289838e-04,1.478441675610590866e-02,-2.685732249915845520e-05,4.948145276390896835e-05,-1.241398548349571463e-06,3.047469971484658702e-01,-2.321507094625832046e-01,2.114906584665521838e-01,-1.299894820297643077e-04,3.141485456474745863e+00,2.545793779929574941e-05,-4.448407048221267833e-03,-5.530595028693206794e-04,3.570158810918061532e-02,-1.200551778627105369e-04,3.262353857700650583e-04,-1.364541901171600571e-05,3.054570502742010030e-01,-2.319171178589713722e-01,1.967062417104462613e-01,-1.031321595306058627e-04,3.141435975021981797e+00,2.669933634764532236e-05
5.802501678466796875e+00,-1.244316233342645361e+01,-3.084726535292247274e+00,9.402241184087183967e+01,-2.294714019040386077e+00,5.321173304846072760e+00,-1.232944499646866920e-01,-1.095214032827606054e+01,-1.870329696382764695e+00,7.124166636291339216e+01,-1.689029742237501353e+00,4.186986154507372326e+00,-1.444987333841182553e-01,-7.560266456238494415e-04,-2.396910402022047848e-04,1.516773893547760516e-02,-2.820211000933602383e-05,5.302419818167659438e-05,-1.374719635742538850e-06,3.047106112883269380e-01,-2.321461068154057339e-01,2.118140133093652233e-01,-1.312612576721537716e-04,3.141489016228519837e+00,2.530571505771153447e-05,-4.726613978591425944e-03,-6.594928890157052571e-04,4.078629546301761055e-02,-1.339171268378442899e-04,3.527204383992029509e-04,-1.326338082751892706e-05,3.054666379339507909e-01,-2.319064157752035171e-01,1.966462743738876251e-01,-1.030591476628177545e-04,3.141435992030338298e+00,2.668043469345407226e-05
5.812564849853515625e+00,-1.127000849349859557e+01,-4.092458552478626110e+00,9.376215183625168947e+01,-2.390321187826920823e+00,5.210404879443973236e+00,-6.139728820380930402e-02,-1.101571396132056790e+01,-2.314755467601937067e+00,7.574576345758104878e+01,-1.829288031355385424e+00,4.391669899494693219e+00,-1.278784443480564803e-01,-8.043279327423057817e-04,-2.470557201284805950e-04,1.560117684112687954e-02,-2.967743294141808507e-05,5.676778254159642361e-05,-1.494828185081371629e-06,3.046719024335388104e-01,-2.321427640842415319e-01,2.121874540276945664e-01,-1.326635323923317043e-04,3.141492776829702294e+00,2.516669544524652159e-05,-4.919703977327416142e-03,-8.035316847741173080e-04,4.572865780574468519e-02,-1.468996221366114378e-04,3.726564163962413985e-04,-1.194167532604538150e-05,3.054762303662811318e-01,-2.318957083641130512e-01,1.965862771865676817e-01,-1.029860994509136294e-04,3.141436009047160915e+00,2.666152363032789406e-05
5.822624683380126953e+00,-9.195562365065764965e+00,-6.526821323766161420e+00,8.548558948609500874e+01,-2.432178775318110553e+00,4.681902363588334559e+00,6.334689674384225144e-02,-1.065168364206960661e+01,-3.157168638834781937e+00,7.769372866328384930e+01,-1.949866180147930450e+00,4.449716392313421309e+00,-8.963337612967674228e-02,-8.538784570981556308e-04,-2.563451009173594837e-04,1.608102306698522971e-02,-3.126640442927806657e-05,6.059152624323737126e-05,-1.584299357196966834e-06,3.046319411597929183e-01,-2.321413496054883230e-01,2.126073229667405085e-01,-1.341794798976982442e-04,3.141496617584582651e+00,2.505831948262803217e-05,-4.985114987880485439e-03,-1.038240079288893763e-03,5.008673370496909832e-02,-1.581957816072452879e-04,3.805432114228759566e-04,-8.880152586354460282e-06,3.054858196168910855e-01,-2.318850045045709740e-01,1.965262998997552857e-01,-1.029130754684201641e-04,3.141436026058339603e+00,2.664261883982499900e-05
5.832684040069580078e+00,-5.304130514029296251e+00,-7.989192628390610729e+00,6.639401206816640411e+01,-2.240042227452018420e+00,3.455949788983980753e+00,2.613735306570147410e-01,-9.582173016461544179e+00,-4.123573436745948229e+00,7.543378534426037163e+01,-2.007901389608748310e+00,4.250963071647532843e+00,-1.943199477233845118e-02,-9.030050005755209863e-04,-2.684144346804531668e-04,1.659802011706064395e-02,-3.292105653593733447e-05,6.428396040777504432e-05,-1.616286551616393617e-06,3.045924034123940749e-01,-2.321427155870734449e-01,2.130643455729331892e-01,-1.357611114832084375e-04,3.141500327029119521e+00,2.500742839379475538e-05,-4.848632106473184725e-03,-1.353970261621126802e-03,5.319985814527243562e-02,-1.646957482757914482e-04,3.673203120660071229e-04,-3.140264594110148507e-06,3.054954084129695713e-01,-2.318743011523929920e-01,1.964663254558725314e-01,-1.028400549472711098e-04,3.141436043068711825e+00,2.662371494541114730e-05
5.842743873596191406e+00,-2.995703822173321207e+00,-1.013977456670878041e+01,6.363401988235284534e+01,-2.304863095545881091e+00,3.045436164141189117e+00,3.579900449762737358e-01,-8.264879177603900118e+00,-5.326813662738515198e+00,7.307383225187886922e+01,-2.067293730796174955e+00,4.009857690146264808e+00,5.605241317738398482e-02,-9.498263846513664999e-04,-2.841384052972757983e-04,1.714077538381600027e-02,-3.462586766853877816e-05,6.774742847523062465e-05,-1.578730939932218118e-06,3.045551712789281718e-01,-2.321477356981481999e-01,2.135471235528761391e-01,-1.373928986333164295e-04,3.141503807508365220e+00,2.502607921497603370e-05,-4.536084481501762196e-03,-1.762781257334831552e-03,5.527275299589497898e-02,-1.696755670616832451e-04,3.444652963513310240e-04,3.788479807750644345e-06,3.055049976635795250e-01,-2.318635972928509148e-01,1.964063481690601354e-01,-1.027670309647776581e-04,3.141436060079890069e+00,2.660481015490825225e-05
5.852803230285644531e+00,-1.052430275467162168e+00,-1.188982240383429456e+01,6.723384932018748827e+01,-2.559171501904083268e+00,2.968457878168627051e+00,4.673746502275517023e-01,-6.822389397176553238e+00,-6.639415410957671071e+00,7.190583566554059303e+01,-2.165669285017756795e+00,3.801577727750737434e+00,1.383168605874175450e-01,-9.927829227702174384e-04,-3.043784957004996416e-04,1.770096678432060699e-02,-3.640136094661875052e-05,7.097317491932902088e-05,-1.463623400865200770e-06,3.045218035368878473e-01,-2.321572724363734352e-01,2.140473405094979742e-01,-1.390953713902473273e-04,3.141507050265181622e+00,2.512228285962919702e-05,-4.085132085263414384e-03,-2.251676412177427804e-03,5.670812518838851818e-02,-1.767242203884254834e-04,3.208046340962694156e-04,1.151124454431132168e-05,3.055145864596580663e-01,-2.318528939406729328e-01,1.963463737251773811e-01,-1.026940104436285903e-04,3.141436077090262291e+00,2.658590626049439715e-05
5.862862110137939453e+00,9.980095931526512532e-01,-1.303624149677794897e+01,6.292325394393753868e+01,-2.617261570758821154e+00,2.486326370770208793e+00,5.685059883783165624e-01,-5.258309599110712718e+00,-7.918780628121727005e+00,7.010931932121998500e+01,-2.255987742165969756e+00,3.538527456354632061e+00,2.243546861455973651e-01,-1.030629055444694762e-03,-3.297632603003159768e-04,1.827222036817414269e-02,-3.824860447949218783e-05,7.392367284491220894e-05,-1.266323623814920538e-06,3.044935457457603190e-01,-2.321719543561593102e-01,2.145586224923984042e-01,-1.408695978633161009e-04,3.141510017772672914e+00,2.530067963835466361e-05,-3.521730260381634916e-03,-2.788380462696154853e-03,5.750632489153394838e-02,-1.838644662438775989e-04,2.933879076927723871e-04,1.969325974883406072e-05,3.055241748012050285e-01,-2.318421910958589904e-01,1.962864021242242685e-01,-1.026209933838239199e-04,3.141436094099828047e+00,2.656700326216958542e-05
5.872921943664550781e+00,2.034991742983335961e+00,-1.161160655640302153e+01,6.112734799665667396e+01,-2.452681730941027816e+00,2.276173910278167511e+00,5.341068493777274551e-01,-3.799649330691903248e+00,-8.657345813777986621e+00,6.831292505630732137e+01,-2.295326539920981457e+00,3.286056747139339151e+00,2.863051187920233609e-01,-1.062533358081938504e-03,-3.602084582485592067e-04,1.884875711848281454e-02,-4.013352496289727988e-05,7.659526784965043971e-05,-1.001865468557075552e-06,3.044712306937331081e-01,-2.321916956945654642e-01,2.150751819558947009e-01,-1.426814943642277481e-04,3.141512706378856379e+00,2.554623300310961354e-05,-2.900777170865898036e-03,-3.267583836345414917e-03,5.778214919460626653e-02,-1.875881563891747023e-04,2.656329408907817029e-04,2.636468340762644928e-05,3.055337640518150377e-01,-2.318314872363169132e-01,1.962264248374118725e-01,-1.025479694013304682e-04,3.141436111111006735e+00,2.654809847166669036e-05
5.882982492446899414e+00,2.499277413725485619e+00,-1.006847158081687788e+01,5.954803458491815604e+01,-2.262908341005243962e+00,2.134695303813384903e+00,4.673065726797211439e-01,-2.539863981808425208e+00,-8.939570967185765937e+00,6.655994696202948546e+01,-2.288842900137834313e+00,3.055784458474148479e+00,3.225054095695629175e-01,-1.088199292510305888e-03,-3.948365930555295701e-04,1.942588154523271562e-02,-4.201401140511625291e-05,7.900344911963818326e-05,-6.928546878019901923e-07,3.044551546917119156e-01,-2.322156192087843074e-01,2.155923248314377261e-01,-1.444889516319366801e-04,3.141515131572514274e+00,2.583633764922824654e-05,-2.274522775276148143e-03,-3.632651406938090192e-03,5.763790614821651809e-02,-1.871157675903276302e-04,2.394333065718464912e-04,3.078117360822367867e-05,3.055433539842222213e-01,-2.318207826157287765e-01,1.961664432862050000e-01,-1.024749402268204407e-04,3.141436128123394678e+00,2.652919233703023705e-05
5.893042564392089844e+00,2.802450609658025282e+00,-7.984144879413966223e+00,5.223535562627050410e+01,-1.912143262469473859e+00,1.754780257565414781e+00,3.931857031838686956e-01,-1.471401063515135110e+00,-8.748485749631406350e+00,6.369502869487769203e+01,-2.213502972604162178e+00,2.795583618292401873e+00,3.366414682924240842e-01,-1.107754275453618322e-03,-4.322890238832669809e-04,1.999874536827668525e-02,-4.383031693135508721e-05,8.113525031106319247e-05,-3.617767156862326851e-07,3.044451891866443161e-01,-2.322423675263879383e-01,2.161052099462044684e-01,-1.462322314450098775e-04,3.141517280385287325e+00,2.614851038279658726e-05,-1.676755226703789898e-03,-3.842912917167152099e-03,5.694834648787183012e-02,-1.806851265791668620e-04,2.119221458416474014e-04,3.296036407627613539e-05,3.055529434620979368e-01,-2.318100785025046795e-01,1.961064645779277693e-01,-1.024019145136547971e-04,3.141436145134976154e+00,2.651028709848282032e-05
5.903101921081542969e+00,2.825666968293075065e+00,-6.042547388769023087e+00,4.574478924214029263e+01,-1.624556488387437714e+00,1.487974611178596973e+00,3.253084567926967097e-01,-6.119874571534930086e-01,-8.207298077458929697e+00,6.010498080433021784e+01,-2.095713675760817463e+00,2.534061816869641159e+00,3.343748659924786204e-01,-1.121619635086590870e-03,-4.709810516450261826e-04,2.056172987023060020e-02,-4.553477867340640880e-05,8.298725915751842643e-05,-2.714373438766713687e-08,3.044409126230898099e-01,-2.322703562019717005e-01,2.166082200042756256e-01,-1.478636726659121516e-04,3.141519149404505828e+00,2.646423946968130052e-05,-1.133023459525695853e-03,-3.891532063631095682e-03,5.568152295915069355e-02,-1.695208531977885865e-04,1.840787205946361614e-04,3.330044381427420025e-05,3.055625322581764225e-01,-2.317993751503266697e-01,1.960464901340450150e-01,-1.023288939925057428e-04,3.141436162145348376e+00,2.649138320406896861e-05
5.913161516189575195e+00,3.587328707430146757e+00,-5.001089723838521905e+00,3.822840826784724300e+01,-1.308547968550837659e+00,1.144426920434083561e+00,2.648621996757125618e-01,2.278757757632349223e-01,-7.566056406734848139e+00,5.572966629703362429e+01,-1.938280534318821413e+00,2.256134837582529418e+00,3.204723327291253976e-01,-1.130260260096826357e-03,-5.094923742346410588e-04,2.110887314090814648e-02,-4.708599846120956582e-05,8.454931928642876412e-05,2.971523520917932708e-07,3.044418610214238430e-01,-2.322981639187012837e-01,2.170953874096056002e-01,-1.493418702018940421e-04,3.141520728475410085e+00,2.676963121370238760e-05,-6.291865179098927096e-04,-3.815260307291713782e-03,5.380090341275121230e-02,-1.542418205644813830e-04,1.552195997734140452e-04,3.226161799159328489e-05,3.055721212815206700e-01,-2.317886715444666401e-01,1.959865142686974537e-01,-1.022558717406844831e-04,3.141436179156123831e+00,2.647247886161059523e-05
5.923221349716186523e+00,3.615456271964796464e+00,-1.869593194104582246e+00,2.537374281649849550e+01,-7.390621302486019006e-01,6.387237777097707347e-01,1.451329098953940133e-01,9.053918750035472307e-01,-6.426763764208796026e+00,4.965848160092659924e+01,-1.698436853504777577e+00,1.932652625607977903e+00,2.854044481623791429e-01,-1.134149981268101374e-03,-5.463558932860241397e-04,2.163303215765871937e-02,-4.841647648090480644e-05,8.578967897511469935e-05,5.925089736170092754e-07,3.044475605508625282e-01,-2.323243235782106175e-01,2.175595691395437736e-01,-1.505993242390958446e-04,3.141521985846277065e+00,2.704608304472471040e-05,-1.792605698568767894e-04,-3.573259344561344371e-03,5.111209927434763600e-02,-1.322266900075854562e-04,1.231849517688908373e-04,2.936819454698441555e-05,3.055817105321306237e-01,-2.317779676849245907e-01,1.959265369818850577e-01,-1.021828477581910314e-04,3.141436196167302075e+00,2.645357407110770018e-05
5.933280229568481445e+00,2.248084225088559318e+00,1.378173440921211190e+00,1.399951073478893449e+01,-2.832036284166808970e-01,3.280792199681349386e-01,4.631087878344516962e-02,1.173930345020549604e+00,-4.865776323182794627e+00,4.252668742769906629e+01,-1.415390208487158352e+00,1.611737944480009288e+00,2.375857342865923538e-01,-1.134094909738030772e-03,-5.798358897942404661e-04,2.212590070058214134e-02,-4.947649703430936582e-05,8.670159984890569039e-05,8.444572840663213831e-07,3.044572039639396044e-01,-2.323471007299048874e-01,2.179924660815140969e-01,-1.515863277326957132e-04,3.141522914776717190e+00,2.727912835684921173e-05,1.667642730926980504e-04,-3.150869296363549305e-03,4.757182316007108752e-02,-1.052779520925187316e-04,9.049854764229132422e-05,2.503814265861884183e-05,3.055912988736776414e-01,-2.317672648401106483e-01,1.958665653809319451e-01,-1.021098306983863474e-04,3.141436213176868275e+00,2.643467107278289183e-05
5.943339347839355469e+00,1.581673190646238236e+00,1.750708045922077627e+00,4.235559903133362170e+00,1.482924398085023326e-02,9.821497713617867442e-02,2.462362207500269629e-03,1.255478914145687241e+00,-3.542479449361820354e+00,3.486846192278592582e+01,-1.129346317993556559e+00,1.309033351011243296e+00,1.905610598707739578e-01,-1.131117323152575505e-03,-6.086568347143511953e-04,2.257928447880178449e-02,-5.024942013747198545e-05,8.729720321380724662e-05,1.049025223470074434e-06,3.044697701193377903e-01,-2.323652185763290245e-01,2.183858768373158066e-01,-1.522862320453814569e-04,3.141523527390051029e+00,2.746479284988363306e-05,4.120380383547095869e-04,-2.647059972402747083e-03,4.324221858062339552e-02,-7.669797549278853041e-05,5.903219070708831825e-05,2.032064303953385083e-05,3.056008874424903654e-01,-2.317565617416146861e-01,1.958065923585140256e-01,-1.020368119079094851e-04,3.141436230186837264e+00,2.641576762641355841e-05
5.953399658203125000e+00,2.691605109845349522e-03,1.539141585056742201e-01,-1.621995124660764231e+00,1.213344095017031624e-02,6.565883547083783967e-02,-5.185925670514302151e-03,1.004921452338519039e+00,-2.803200727788321522e+00,2.757037051329659150e+01,-9.010503662048111595e-01,1.060358447903162249e+00,1.514116627625163025e-01,-1.126340787473681729e-03,-6.326638788674734774e-04,2.298638651529882199e-02,-5.077011990539328926e-05,8.761858914931466120e-05,1.210473438269517933e-06,3.044841363601581419e-01,-2.323785212535760536e-01,2.187329987440708168e-01,-1.527339043694649523e-04,3.141523865787971381e+00,2.760733537809114175e-05,5.348442400098742024e-04,-2.185313106101079671e-03,3.833555797845693974e-02,-5.162636128257522348e-05,3.177726055183328685e-05,1.603317610548608691e-05,3.056104771476318427e-01,-2.317458573747085693e-01,1.957466122287719879e-01,-1.019637844640716631e-04,3.141436247198821974e+00,2.639686193982162339e-05
5.963457345962524414e+00,-3.592780873452831036e-01,6.755428056194949793e-01,-2.167136875665921281e+00,5.645120083575573544e-02,7.740952985355575855e-02,-1.229241547457660426e-03,7.320815444017586548e-01,-2.107452021106758000e+00,2.162286903550408823e+01,-7.095500527966978055e-01,8.637686642932410619e-01,1.208834819005215055e-01,-1.120794670293753272e-03,-6.522439815228037304e-04,2.334326423794554420e-02,-5.107643726407414832e-05,8.771625589506616227e-05,1.336255225720492702e-06,3.044992696825564171e-01,-2.323873997798275581e-01,2.190299119730885480e-01,-1.529672133217021006e-04,3.141523980462267218e+00,2.771421640743991041e-05,5.717757737018833294e-04,-1.759317835908053322e-03,3.320566568568879273e-02,-3.032206204118027362e-05,9.553286254614357212e-06,1.248968791524896874e-05,3.056200643528501626e-01,-2.317351557983047539e-01,1.956866477351429934e-01,-1.018907760576279387e-04,3.141436264206372009e+00,2.637796118171941665e-05
5.973516464233398438e+00,-2.496545144817906292e-01,-4.286286580887595510e-01,-3.231508934171501424e-01,4.238544940366495949e-03,6.322154793310282017e-02,-1.072999519181908057e-02,5.357343326250487703e-01,-1.771687348503158566e+00,1.723366504971984270e+01,-5.667923332492850186e-01,7.036592410212134663e-01,9.456078648205339110e-02,-1.115119495762814401e-03,-6.680103917846044563e-04,2.364937775345403101e-02,-5.121476939801609767e-05,8.763272047615846010e-05,1.431884344530846734e-06,3.045145334259000691e-01,-2.323924630915933931e-01,2.192760524661790944e-01,-1.530325266651671469e-04,3.141523913936817181e+00,2.779094207988092955e-05,5.637106845522411001e-04,-1.416957103480752551e-03,2.818007589409894306e-02,-1.364090967505581414e-05,-8.445988464018276199e-06,9.493388495436481063e-06,3.056296529216628866e-01,-2.317244526998087917e-01,1.956266747127250738e-01,-1.018177572671510628e-04,3.141436281216340998e+00,2.635905773535008323e-05
